date,split,S,K,T,r,sigma_used,log_moneyness,bs_price,mc_price,abs_error
2022-10-11 04:00:00,test,137.30593872070312,151.03653259277345,0.25,0.03,0.35393579822107535,-0.09531017980432502,5.041764761626617,5.063374948040502,0.021610186413885124
2022-10-11 04:00:00,test,137.30593872070312,164.76712646484376,0.25,0.03,0.35393579822107535,-0.1823215567939547,2.2552991071115827,2.251947751721049,0.0033513553905337723
2022-10-11 04:00:00,test,137.30593872070312,109.84475097656251,0.5,0.03,0.35393579822107535,0.22314355131420976,31.867939338400816,31.776538632859985,0.09140070554083124
2022-10-11 04:00:00,test,137.30593872070312,123.57534484863281,0.5,0.03,0.35393579822107535,0.10536051565782635,22.136991172691623,22.440163017782698,0.3031718450910752
2022-10-11 04:00:00,test,137.30593872070312,137.30593872070312,0.5,0.03,0.35393579822107535,0.0,14.61796949956792,14.775601254831608,0.15763175526368833
2022-10-11 04:00:00,test,137.30593872070312,151.03653259277345,0.5,0.03,0.35393579822107535,-0.09531017980432502,9.227060380268512,9.334639551420015,0.10757917115150306
2022-10-11 04:00:00,test,137.30593872070312,164.76712646484376,0.5,0.03,0.35393579822107535,-0.1823215567939547,5.603811408949284,5.4743161156978095,0.12949529325147413
2022-10-11 04:00:00,test,137.30593872070312,109.84475097656251,1.0,0.03,0.35393579822107535,0.22314355131420976,36.616616908019765,36.15056696596138,0.46604994205838324
2022-10-11 04:00:00,test,137.30593872070312,123.57534484863281,1.0,0.03,0.35393579822107535,0.10536051565782635,28.04671827595456,28.447172421925217,0.4004541459706559
2022-10-11 04:00:00,test,137.30593872070312,137.30593872070312,1.0,0.03,0.35393579822107535,0.0,21.098368240178687,21.244354270536157,0.14598603035747004
2022-10-11 04:00:00,test,137.30593872070312,151.03653259277345,1.0,0.03,0.35393579822107535,-0.09531017980432502,15.639120508074235,15.791482183739713,0.1523616756654782
2022-10-11 04:00:00,test,137.30593872070312,164.76712646484376,1.0,0.03,0.35393579822107535,-0.1823215567939547,11.457177587663473,11.172833489359029,0.2843440983044445
2022-10-11 04:00:00,test,137.30593872070312,109.84475097656251,2.0,0.03,0.35393579822107535,0.22314355131420976,44.319153344145775,44.02750182031732,0.29165152382845605
2022-10-11 04:00:00,test,137.30593872070312,123.57534484863281,2.0,0.03,0.35393579822107535,0.10536051565782635,36.85410867536161,37.1442621521557,0.29015347679408876
2022-10-11 04:00:00,test,137.30593872070312,137.30593872070312,2.0,0.03,0.35393579822107535,0.0,30.527640533781785,31.122977502057353,0.5953369682755678
2022-10-11 04:00:00,test,137.30593872070312,151.03653259277345,2.0,0.03,0.35393579822107535,-0.09531017980432502,25.222079161896154,24.557320195438653,0.6647589664575015
2022-10-11 04:00:00,test,137.30593872070312,164.76712646484376,2.0,0.03,0.35393579822107535,-0.1823215567939547,20.8066489649229,21.05029304364597,0.2436440787230687
2022-11-08 05:00:00,test,138.0482940673828,110.43863525390626,0.25,0.03,0.43218148686323543,0.22314355131420976,30.37241396721471,30.643424697883383,0.2710107306686709
2022-11-08 05:00:00,test,138.0482940673828,124.24346466064453,0.25,0.03,0.43218148686323543,0.10536051565782635,20.10229762639021,20.078778354010957,0.023519272379253664
2022-11-08 05:00:00,test,138.0482940673828,138.0482940673828,0.25,0.03,0.43218148686323543,0.0,12.356185156518563,12.286378452038143,0.06980670448042048
2022-11-08 05:00:00,test,138.0482940673828,151.8531234741211,0.25,0.03,0.43218148686323543,-0.0953101798043249,7.094739132067119,7.015785615007342,0.0789535170597766
2022-11-08 05:00:00,test,138.0482940673828,165.65795288085937,0.25,0.03,0.43218148686323543,-0.1823215567939546,3.8383411795470153,3.915796121722097,0.07745494217508186
2022-11-08 05:00:00,test,138.0482940673828,110.43863525390626,0.5,0.03,0.43218148686323543,0.22314355131420976,33.890896831436834,33.41427825146119,0.47661857997564283
2022-11-08 05:00:00,test,138.0482940673828,124.24346466064453,0.5,0.03,0.43218148686323543,0.10536051565782635,24.84151798741665,24.882349306075252,0.04083131865860068
2022-11-08 05:00:00,test,138.0482940673828,138.0482940673828,0.5,0.03,0.43218148686323543,0.0,17.68777483073307,17.92341589860533,0.2356410678722618
2022-11-08 05:00:00,test,138.0482940673828,151.8531234741211,0.5,0.03,0.43218148686323543,-0.0953101798043249,12.28863127957478,11.90950769127854,0.37912358829624004
2022-11-08 05:00:00,test,138.0482940673828,165.65795288085937,0.5,0.03,0.43218148686323543,-0.1823215567939546,8.366937303260507,8.504229214216247,0.13729191095574045
2022-11-08 05:00:00,test,138.0482940673828,110.43863525390626,1.0,0.03,0.43218148686323543,0.22314355131420976,39.835598597776126,39.924477938456874,0.08887934068074799
2022-11-08 05:00:00,test,138.0482940673828,124.24346466064453,1.0,0.03,0.43218148686323543,0.10536051565782635,31.918741118554635,31.64171799268503,0.2770231258696043
2022-11-08 05:00:00,test,138.0482940673828,138.0482940673828,1.0,0.03,0.43218148686323543,0.0,25.363847042127254,25.375983266049577,0.012136223922322387
2022-11-08 05:00:00,test,138.0482940673828,151.8531234741211,1.0,0.03,0.43218148686323543,-0.0953101798043249,20.03006744699926,20.05427302432795,0.024205577328689998
2022-11-08 05:00:00,test,138.0482940673828,165.65795288085937,1.0,0.03,0.43218148686323543,-0.1823215567939546,15.747123251686055,15.756630349236866,0.009507097550811139
2022-11-08 05:00:00,test,138.0482940673828,110.43863525390626,2.0,0.03,0.43218148686323543,0.22314355131420976,49.022762335141586,49.95016535765679,0.9274030225152075
2022-11-08 05:00:00,test,138.0482940673828,124.24346466064453,2.0,0.03,0.43218148686323543,0.10536051565782635,42.21480334844119,41.32712242068387,0.8876809277573159
2022-11-08 05:00:00,test,138.0482940673828,138.0482940673828,2.0,0.03,0.43218148686323543,0.0,36.348646541423555,36.15421147040131,0.194435071022248
2022-11-08 05:00:00,test,138.0482940673828,151.8531234741211,2.0,0.03,0.43218148686323543,-0.0953101798043249,31.313329725280745,31.986162075295677,0.6728323500149322
2022-11-08 05:00:00,test,138.0482940673828,165.65795288085937,2.0,0.03,0.43218148686323543,-0.1823215567939546,27.000898592779905,26.987002180039354,0.01389641274055009
2022-12-07 05:00:00,test,139.4733428955078,111.57867431640625,0.25,0.03,0.4669534001781972,0.22314355131420976,31.1916871786903,31.194862457392986,0.0031752787026846363
2022-12-07 05:00:00,test,139.4733428955078,125.52600860595703,0.25,0.03,0.4669534001781972,0.10536051565782635,21.110624677747055,20.899803046112446,0.21082163163460876
2022-12-07 05:00:00,test,139.4733428955078,139.4733428955078,0.25,0.03,0.4669534001781972,0.0,13.440896550812894,13.276637546148171,0.1642590046647232
2022-12-07 05:00:00,test,139.4733428955078,153.4206771850586,0.25,0.03,0.4669534001781972,-0.0953101798043249,8.098524651376096,8.026203270952797,0.07232138042329872
2022-12-07 05:00:00,test,139.4733428955078,167.36801147460938,0.25,0.03,0.4669534001781972,-0.1823215567939546,4.652984985886228,4.6834337795633125,0.03044879367708475
2022-12-07 05:00:00,test,139.4733428955078,111.57867431640625,0.5,0.03,0.4669534001781972,0.22314355131420976,35.14626983471079,34.9762739460807,0.16999588863009052
2022-12-07 05:00:00,test,139.4733428955078,125.52600860595703,0.5,0.03,0.4669534001781972,0.10536051565782635,26.281856120341985,26.183457058932202,0.09839906140978272
2022-12-07 05:00:00,test,139.4733428955078,139.4733428955078,0.5,0.03,0.4669534001781972,0.0,19.209684067427546,18.853888871780942,0.35579519564660345
2022-12-07 05:00:00,test,139.4733428955078,153.4206771850586,0.5,0.03,0.4669534001781972,-0.0953101798043249,13.777511240353988,13.470326695241155,0.30718454511283255
2022-12-07 05:00:00,test,139.4733428955078,167.36801147460938,0.5,0.03,0.4669534001781972,-0.1823215567939546,9.731857606106367,9.969325894170243,0.23746828806387654
2022-12-07 05:00:00,test,139.4733428955078,111.57867431640625,1.0,0.03,0.4669534001781972,0.22314355131420976,41.665018008102464,42.035838388560165,0.37082038045770105
2022-12-07 05:00:00,test,139.4733428955078,125.52600860595703,1.0,0.03,0.4669534001781972,0.10536051565782635,33.93301734700548,33.29049053173556,0.6425268152699246
2022-12-07 05:00:00,test,139.4733428955078,139.4733428955078,1.0,0.03,0.4669534001781972,0.0,27.47993033402699,27.022567644487463,0.45736268953952575
2022-12-07 05:00:00,test,139.4733428955078,153.4206771850586,1.0,0.03,0.4669534001781972,-0.0953101798043249,22.165446291816302,21.58311083630231,0.5823354555139915
2022-12-07 05:00:00,test,139.4733428955078,167.36801147460938,1.0,0.03,0.4669534001781972,-0.1823215567939546,17.83172404204469,17.858308156453923,0.02658411440923203
2022-12-07 05:00:00,test,139.4733428955078,111.57867431640625,2.0,0.03,0.4669534001781972,0.22314355131420976,51.57326059885965,52.41507363865434,0.8418130397946939
2022-12-07 05:00:00,test,139.4733428955078,125.52600860595703,2.0,0.03,0.4669534001781972,0.10536051565782635,44.9656880037457,45.116063176463506,0.15037517271780843
2022-12-07 05:00:00,test,139.4733428955078,139.4733428955078,2.0,0.03,0.4669534001781972,0.0,39.2370571625971,39.37654764124569,0.13949047864859665
2022-12-07 05:00:00,test,139.4733428955078,153.4206771850586,2.0,0.03,0.4669534001781972,-0.0953101798043249,34.28012333024565,33.68106262313703,0.5990607071086202
2022-12-07 05:00:00,test,139.4733428955078,167.36801147460938,2.0,0.03,0.4669534001781972,-0.1823215567939546,29.99420233384589,31.46558839949285,1.4713860656469606
2023-01-06 05:00:00,test,128.27110290527344,102.61688232421875,0.25,0.03,0.3439297427221118,0.22314355131420976,27.238107686113423,26.755516361075703,0.4825913250377205
2023-01-06 05:00:00,test,128.27110290527344,115.4439926147461,0.25,0.03,0.3439297427221118,0.10536051565782635,16.88859667239872,16.67697658181725,0.21162009058146936
2023-01-06 05:00:00,test,128.27110290527344,128.27110290527344,0.25,0.03,0.3439297427221118,0.0,9.243774739753455,9.203853869645362,0.03992087010809264
2023-01-06 05:00:00,test,128.27110290527344,141.09821319580078,0.25,0.03,0.3439297427221118,-0.0953101798043249,4.475228357289396,4.442132790507683,0.03309556678171255
2023-01-06 05:00:00,test,128.27110290527344,153.92532348632812,0.25,0.03,0.3439297427221118,-0.1823215567939546,1.9384300903409262,1.9826758749368638,0.04424578459593764
2023-01-06 05:00:00,test,128.27110290527344,102.61688232421875,0.5,0.03,0.3439297427221118,0.22314355131420976,29.57081169480749,29.7791861533852,0.20837445857771186
